,Pos,Player,Tm,Age,Yrs,G,GS,Cmp,PsAtt,PsYds,PsTD,PsInt,Att,RshYds,RshTD,Rec,RecYds,RecTD,Solo,Sk,Int,All-pro teams,Year
109,S,John Lynch,TAM,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,63.0,1.0,3,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm",2001
110,WR,Troy Brown,NWE,30,8.0,16,13,0,0,0,0,0,11,91,0,101,1199,5,0.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm",2001
111,DT,Sam Adams,BAL,28,7.0,14,14,0,0,0,0,0,0,0,0,0,0,0,18.0,2.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm",2001
112,CB,Larry Whigham,CHI,29,7.0,14,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm",2001
113,S,Rodney Harrison,SDG,29,7.0,14,14,0,0,0,0,0,0,0,0,0,0,0,91.0,3.5,2,"FW: 1st Tm All-Conf., SN: 1st Tm",2001
114,RB,Priest Holmes,KAN,28,4.0,16,16,0,0,0,0,0,327,1555,8,62,614,2,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm",2001
115,T,Walter Jones,SEA,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm",2001
116,WR,Marvin Harrison,IND,29,5.0,16,16,0,0,0,0,0,1,3,0,109,1524,15,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2001
117,CB,Sam Madison,MIA,27,4.0,13,13,0,0,0,0,0,0,0,0,0,0,0,18.0,0.0,2,"FW: 1st Tm All-Conf., AP: 2nd Tm",2001
118,LB,LaVar Arrington,WAS,23,1.0,14,14,0,0,0,0,0,0,0,0,0,0,0,82.0,0.5,3,"FW: 1st Tm All-Conf., AP: 2nd Tm",2001
119,P,Shane Lechler,OAK,25,1.0,16,0,0,0,0,0,0,1,2,0,0,0,0,2.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2001
120,LB,Derrick Brooks,TAM,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,80.0,0.0,3,"FW: 1st Tm All-Conf., AP: 2nd Tm",2001
121,G,Ray Brown,SFO,39,15.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2001
122,K,Jason Elam,DEN,31,8.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2001
123,DT,Bryant Young,SFO,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,33.0,3.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2001
124,EDGE,Marcellus Wiley,SDG,27,4.0,14,14,0,0,0,0,0,0,0,0,0,0,0,38.0,13.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2001
125,WR,Rod Smith,DEN,31,6.0,15,14,0,0,0,0,0,3,27,0,113,1343,11,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2001
126,RB,Ahman Green,GNB,24,3.0,16,16,0,0,0,0,0,304,1387,9,62,594,2,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2001
127,CB,Troy Vincent,PHI,31,9.0,15,15,0,0,0,0,0,0,0,0,0,0,0,58.0,1.5,3,"FW: 1st Tm All-Conf., AP: 2nd Tm",2001
128,LB,Ian Gold,DEN,23,1.0,16,0,0,0,0,0,0,0,0,0,0,0,0,37.0,3.0,0,FW: 1st Tm All-Conf.,2001
129,G,Will Shields,KAN,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2001
130,QB,Rich Gannon,OAK,36,14.0,16,16,361,549,3828,27,9,63,231,2,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2001
131,C,Olin Kreutz,CHI,24,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf.,2001
132,T,Chris Samuels,WAS,24,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2001
133,CB,Darrien Gordon,ATL,31,8.0,16,2,0,0,0,0,0,0,0,0,0,0,0,17.0,0.0,1,FW: 1st Tm All-Conf.,2001
134,DT,John Randle,SEA,34,11.0,15,14,0,0,0,0,0,0,0,0,0,0,0,28.0,11.0,0,FW: 1st Tm All-Conf.,2001
135,EDGE,Robert Porcher,DET,32,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,45.0,11.0,0,FW: 1st Tm All-Conf.,2001
136,TE,Wesley Walls,CAR,35,12.0,14,14,0,0,0,0,0,0,0,0,43,452,5,0.0,0.0,0,FW: 1st Tm All-Conf.,2001
137,CB,Deltha O'Neal,DEN,24,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,62.0,0.0,9,FW: 1st Tm All-Conf.,2001
138,S,Lawyer Milloy,NWE,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,77.0,3.0,2,FW: 1st Tm All-Conf.,2001
139,RB,LaDainian Tomlinson,SDG,23,1.0,16,16,0,0,0,0,0,372,1683,14,79,489,1,,0.0,0,AP: 2nd Tm,2002
140,RB,Fred Beasley,SFO,28,4.0,16,14,0,0,0,0,0,26,75,0,22,152,1,0.0,0.0,0,AP: 2nd Tm,2002
141,WR,Eric Moulds,BUF,29,6.0,16,15,0,0,0,0,0,1,7,0,100,1292,10,1.0,0.0,0,AP: 2nd Tm,2002
142,WR,Jerry Rice,OAK,40,17.0,16,16,0,0,0,0,0,3,20,0,92,1211,7,0.0,0.0,0,AP: 2nd Tm,2002
143,T,Willie Roaf,KAN,32,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,AP: 2nd Tm,2002
144,G,Ruben Brown,BUF,30,7.0,16,16,0,0,0,0,0,0,0,0,1,-6,0,0.0,0.0,0,AP: 2nd Tm,2002
145,C,Barret Robbins,OAK,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,AP: 1st Tm,2002
146,EDGE,Michael Strahan,NYG,31,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,57.0,11.0,0,AP: 2nd Tm,2002
147,DT,Kris Jenkins,CAR,23,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,36.0,7.0,0,AP: 1st Tm,2002
148,DT,Chris Hovan,MIN,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,38.0,5.5,0,AP: 2nd Tm,2002
149,EDGE,Julian Peterson,SFO,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,78.0,2.0,1,AP: 2nd Tm,2002
150,LB,Donnie Edwards,SDG,29,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,5,AP: 2nd Tm,2002
151,LB,Keith Brooking,ATL,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,111.0,0.0,2,AP: 2nd Tm,2002
152,CB,Ronde Barber,TAM,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,67.0,3.0,2,AP: 2nd Tm,2002
153,S,John Lynch,TAM,31,9.0,15,15,0,0,0,0,0,0,0,0,0,0,0,41.0,0.0,3,AP: 2nd Tm,2002
154,RET,Dante Hall,KAN,24,2.0,16,0,0,0,0,0,0,11,54,0,20,322,3,1.0,0.0,0,AP: 2nd Tm,2002
155,P,Todd Sauerbrun,CAR,29,7.0,16,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
156,RB,Ricky Williams,MIA,25,3.0,16,16,0,0,0,0,0,383,1853,16,47,363,1,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
157,LB,Brian Urlacher,CHI,24,2.0,16,16,0,1,0,0,0,0,0,0,0,0,0,117.0,4.5,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
158,EDGE,Jason Taylor,MIA,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,46.0,18.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
159,CB,Patrick Surtain,MIA,26,4.0,14,14,0,0,0,0,0,0,0,0,0,0,0,40.0,1.5,6,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
160,G,Will Shields,KAN,31,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
161,DT,Warren Sapp,TAM,30,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,43.0,7.5,2,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
162,EDGE,Simeon Rice,TAM,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,41.0,15.5,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
163,EDGE,Joey Porter,PIT,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,61.0,9.0,4,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
164,WR,Terrell Owens,SFO,29,6.0,14,14,0,0,0,0,0,7,79,1,100,1300,13,,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
165,T,Jonathan Ogden,BAL,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
166,LB,Derrick Brooks,TAM,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,88.0,1.0,5,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
167,S,Brian Dawkins,PHI,29,6.0,16,16,0,0,0,0,0,0,0,0,1,57,1,66.0,3.0,2,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
168,G,Alan Faneca,PIT,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
169,QB,Rich Gannon,OAK,37,15.0,16,16,418,618,4689,26,10,50,156,3,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
170,WR,Michael Lewis,NOR,31,1.0,16,0,0,0,0,0,0,1,15,0,8,200,0,12.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
171,WR,Marvin Harrison,IND,30,6.0,16,16,0,0,0,0,0,2,10,0,143,1722,11,,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
172,RB,Priest Holmes,KAN,29,5.0,14,14,0,1,0,0,0,313,1615,21,70,672,3,,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2002
173,DT,La'Roi Glover,DAL,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,39.0,6.5,1,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm",2002
174,TE,Tony Gonzalez,KAN,26,5.0,16,16,0,0,0,0,0,0,0,0,63,773,7,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm",2002
175,C,Kevin Mawae,NYJ,31,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm",2002
176,K,Adam Vinatieri,NWE,30,6.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2002
177,WR,Santana Moss,NYJ,23,1.0,15,3,0,0,0,0,0,7,48,0,30,433,4,0.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm, SN: 1st Tm",2002
178,S,Rod Woodson,OAK,37,15.0,16,16,0,0,0,0,0,0,0,0,0,0,0,70.0,0.0,8,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2002
179,S,Darren Sharper,GNB,27,5.0,13,13,0,0,0,0,0,0,0,0,0,0,0,51.0,0.0,7,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2002
180,CB,Bobby Taylor,PHI,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,47.0,0.0,5,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm",2002
181,K,David Akers,PHI,28,4.0,16,0,0,0,0,0,0,1,10,0,0,0,0,2.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2002
182,T,Tra Thomas,PHI,28,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2002
183,CB,Aaron Glenn,HOU,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,56.0,1.0,5,"FW: 1st Tm All-Conf., SN: 1st Tm",2002
184,CB,Troy Vincent,PHI,32,10.0,15,15,0,0,0,0,0,0,0,0,0,0,0,55.0,0.0,2,"FW: 1st Tm All-Conf., AP: 1st Tm",2002
185,LB,Zach Thomas,MIA,29,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,100.0,0.5,1,"FW: 1st Tm All-Conf., AP: 1st Tm",2002
186,T,Lincoln Kennedy,OAK,31,9.0,15,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm",2002
187,T,Walter Jones,SEA,28,5.0,14,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm",2002
188,TE,Jeremy Shockey,NYG,22,,15,14,0,0,0,0,0,0,0,0,74,894,2,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm",2002
189,RB,Fred McAfee,NOR,34,11.0,11,0,0,0,0,0,0,1,11,0,0,0,0,8.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm",2002
190,WR,Hines Ward,PIT,26,4.0,16,16,0,0,0,0,0,12,142,0,112,1329,12,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2002
191,P,Chris Hanson,JAX,26,3.0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2002
192,LB,Keith Bulluck,TEN,25,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,101.0,1.0,1,"FW: 1st Tm All-Conf., AP: 2nd Tm",2002
193,G,Jermane Mayberry,PHI,29,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2002
194,QB,Brett Favre,GNB,33,11.0,16,16,341,551,3658,27,16,25,73,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2002
195,EDGE,Hugh Douglas,PHI,31,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,45.0,12.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2002
196,C,Jeremy Newberry,SFO,26,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2002
197,LB,LaVar Arrington,WAS,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,70.0,11.0,0,FW: 1st Tm All-Conf.,2002
198,RB,Tiki Barber,NYG,27,5.0,16,15,0,0,0,0,0,304,1387,11,69,597,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2002
199,WR,Randy Moss,MIN,25,4.0,16,16,1,3,13,1,0,6,51,0,106,1347,7,0.0,0.0,0,FW: 1st Tm All-Conf.,2002
200,RB,Chad Morton,NYJ,25,2.0,16,0,0,0,0,0,0,4,8,0,3,19,0,7.0,0.0,0,FW: 1st Tm All-Conf.,2002
201,RB,Deuce McAllister,NOR,24,1.0,15,15,0,0,0,0,0,325,1388,13,47,352,3,0.0,0.0,0,FW: 1st Tm All-Conf.,2002
202,EDGE,John Abraham,NYJ,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,49.0,10.0,0,FW: 1st Tm All-Conf.,2002
203,S,Lance Schulters,TEN,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,73.0,2.0,6,FW: 1st Tm All-Conf.,2002
204,EDGE,Richard Seymour,NWE,23,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,33.0,5.5,1,FW: 1st Tm All-Conf.,2002
205,G,Ron Stone,SFO,31,8.0,15,15,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf.,2002
206,LB,Larry Izzo,NWE,28,6.0,15,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0.0,0,FW: 1st Tm All-Conf.,2002
207,EDGE,Gary Walker,HOU,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,37.0,6.5,0,FW: 1st Tm All-Conf.,2002
208,QB,Steve McNair,TEN,30,8.0,14,14,250,400,3215,24,7,38,138,4,1,4,0,0.0,0.0,0,AP: 2nd Tm,2003
209,RB,LaDainian Tomlinson,SDG,24,2.0,16,16,1,1,21,1,0,313,1645,13,100,725,4,0.0,0.0,0,AP: 2nd Tm,2003
210,RB,Fred Beasley,SFO,29,5.0,16,11,0,0,0,0,0,17,24,0,19,184,1,,0.0,0,AP: 2nd Tm,2003
211,WR,Hines Ward,PIT,27,5.0,16,16,0,0,0,0,0,11,61,0,95,1163,10,0.0,0.0,0,AP: 2nd Tm,2003
212,TE,Todd Heap,BAL,23,2.0,16,16,0,0,0,0,0,3,21,0,57,693,3,1.0,0.0,0,AP: 2nd Tm,2003
213,T,Willie Anderson,CIN,28,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,AP: 2nd Tm,2003
214,EDGE,Simeon Rice,TAM,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,45.0,15.0,2,"AP: 2nd Tm, SN: 1st Tm",2003
215,EDGE,Derrick Brooks,TAM,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,73.0,1.0,2,"AP: 2nd Tm, SN: 1st Tm",2003
216,LB,Zach Thomas,MIA,30,7.0,15,15,0,0,0,0,0,0,0,0,0,0,0,85.0,1.0,3,AP: 1st Tm,2003
217,LB,Tedy Bruschi,NWE,30,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,81.0,2.0,3,AP: 2nd Tm,2003
218,CB,Chris McAlister,BAL,26,4.0,15,15,0,0,0,0,0,0,0,0,0,0,0,33.0,0.0,3,"AP: 1st Tm, FW: 1st Tm",2003
219,P,Shane Lechler,OAK,27,3.0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,"AP: 1st Tm, FW: 1st Tm",2003
220,WR,Torry Holt,STL,27,4.0,16,15,0,0,0,0,0,1,5,0,117,1696,12,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
221,T,Jonathan Ogden,BAL,29,7.0,16,16,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
222,DT,Richard Seymour,NWE,24,2.0,15,14,0,0,0,0,0,0,0,0,0,0,0,34.0,8.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
223,LB,Julian Peterson,SFO,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,69.0,7.0,2,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
224,G,Will Shields,KAN,32,10.0,16,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
225,QB,Peyton Manning,IND,27,5.0,16,16,379,566,4267,29,10,28,26,0,1,-2,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
226,LB,Ray Lewis,BAL,28,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,121.0,1.5,6,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
227,RB,Jamal Lewis,BAL,24,3.0,16,16,0,0,0,0,0,387,2066,14,26,205,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
228,EDGE,Michael Strahan,NYG,32,10.0,16,16,0,0,0,0,0,0,0,0,0,0,0,60.0,18.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
229,G,Steve Hutchinson,SEA,26,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
230,RB,Priest Holmes,KAN,30,6.0,16,16,0,1,0,0,0,320,1420,27,74,690,0,,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
231,K,Mike Vanderjagt,IND,33,5.0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
232,S,Roy Williams,DAL,23,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,57.0,2.0,2,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
233,DT,Kris Jenkins,CAR,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,39.0,5.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
234,TE,Tony Gonzalez,KAN,27,6.0,16,16,0,0,0,0,0,0,0,0,71,916,10,,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
235,WR,Dante Hall,KAN,25,3.0,16,2,0,0,0,0,0,16,73,0,40,423,1,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2003
236,S,Ed Reed,BAL,25,1.0,16,15,0,0,0,0,0,0,0,0,0,0,0,59.0,1.0,7,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm",2003
237,WR,Randy Moss,MIN,26,5.0,16,16,0,1,0,0,0,6,18,0,111,1632,17,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2003
238,LB,Keith Bulluck,TEN,26,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,106.0,3.0,2,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2003
239,T,Willie Roaf,KAN,33,10.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2003
240,T,Orlando Pace,STL,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, SN: 1st Tm",2003
241,C,Tom Nalen,DEN,32,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2003
242,EDGE,Leonard Little,STL,29,5.0,12,12,0,0,0,0,0,0,0,0,0,0,0,41.0,12.5,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2003
243,CB,Ty Law,NWE,29,8.0,15,15,0,0,0,0,0,0,0,0,0,0,0,61.0,0.0,6,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2003
244,P,Todd Sauerbrun,CAR,30,8.0,16,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2003
245,CB,Jerry Azumah,CHI,26,4.0,16,13,0,0,0,0,0,0,0,0,0,0,0,71.0,1.0,4,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2003
246,CB,Patrick Surtain,MIA,27,5.0,15,15,0,0,0,0,0,0,0,0,0,0,0,34.0,0.0,7,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2003
247,CB,Champ Bailey,WAS,25,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,68.0,0.0,2,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2003
248,C,Matt Birk,MIN,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2003
249,WR,Marvin Harrison,IND,31,7.0,15,15,0,0,0,0,0,1,3,0,94,1272,10,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2003
250,WR,Alex Bannister,SEA,24,2.0,16,2,0,0,0,0,0,0,0,0,3,61,1,18.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm",2003
251,S,Rodney Harrison,NWE,31,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,92.0,3.0,3,"FW: 1st Tm All-Conf., AP: 1st Tm",2003
252,LB,LaVar Arrington,WAS,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,77.0,6.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2003
253,G,Marco Rivera,GNB,31,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2003
254,G,Alan Faneca,PIT,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2003
255,EDGE,Dwight Freeney,IND,23,1.0,15,13,0,0,0,0,0,0,0,0,0,0,0,29.0,11.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2003
256,DT,La'Roi Glover,DAL,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,33.0,5.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2003
257,K,Jeff Wilkins,STL,31,9.0,16,0,0,0,0,0,0,1,7,0,0,0,0,6.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2003
258,WR,Chad Johnson,CIN,25,2.0,16,14,0,0,0,0,0,0,0,0,90,1355,10,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2003
259,DT,Marcus Stroud,JAX,25,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,48.0,4.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2003
260,LB,Dat Nguyen,DAL,28,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,90.0,2.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2003
261,S,Tony Parrish,SFO,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,62.0,0.5,9,"FW: 1st Tm All-Conf., AP: 2nd Tm",2003
